
"what is a Frosty and why is it so delicious?", "0", "Thu Jun 18 00:37:46 +0000 2009", "sherylsandberg"
"enjoying a house where everyone else is sleeping \"Fgfgfg\"\" fgfg\"FGf\"Fg\"FGF\"GFg\"FG\"G", "70.9336851507", "Sun Mar 22 22:16:08 +0000 2009", "sherylsandberg"
"enjoying a house wherehelllo \"Fgfg\"FGfg\" veryone else is sleeping rl", "70.9336851507", "Sun Mar 22 22:16:08 +0000 2009", "sherylsandberg"
"enjoying a house where everyone else is sleeping", "70.9336851507", "Sun Mar 22 22:16:08 +0000 2009", "sherylsandberg"
"enjoying a house where everyone else is sleeping", "70.9336851507", "Sun Mar 22 22:16:08 +0000 2009", "sherylsandberg"
"enjoying a house where everyone else is sleeping", "70.9336851507", "Sun Mar 22 22:16:08 +0000 2009", "sherylsandberg"
"Do you know what mesmerizes me? Watch #ebelloand make a guess Sam  http://t.co/uS168wDIpN", "59.2750682587", "Sat Jun 06 10:14:47 +0000 2015", "iamsrk"
"\u201cI believe Icarus was not failing as he fell,\nbut just coming to the end of his triumph.\u201c What a lovely way to see\u2026life.\nJack Gilbert", "81.4207298147", "Thu Jun 04 07:53:44 +0000 2015", "iamsrk"
"Sam  thank you", "77.8685681732", "Tue Jun 02 20:11:29 +0000 2015", "iamsrk"
"Sam  please tell me, where it is, I will tell my daughter to go take a selfie with it. May increase my stock with her\u2026.", "0", "Tue Jun 02 19:41:40 +0000 2015", "iamsrk"
"ladies &amp; gentlemen. #AskSRK is officially over now. At shoot.1 of u wrote Unlightening Nonversations\u2026I add\u2026r the most satisfying. Lov u all.", "0", "Tue Jun 02 09:26:48 +0000 2015", "iamsrk"
"Sam   thank u wishes from me", "77.8685681732", "Tue Jun 02 09:22:56 +0000 2015", "iamsrk"
"Sam  I am still trying to find out...", "0", "Tue Jun 02 09:21:14 +0000 2015", "iamsrk"
"Sam  as much as a hole in the head", "0", "Tue Jun 02 09:18:31 +0000 2015", "iamsrk"
"Sam  somewhere between Moon is made of Cheese and the Lochness Monster...", "0", "Tue Jun 02 09:18:10 +0000 2015", "iamsrk"
"Sam  with my crutches!!!!", "0", "Tue Jun 02 09:16:53 +0000 2015", "iamsrk"
"Sam  no no....no nude pics please...", "0", "Tue Jun 02 09:16:00 +0000 2015", "iamsrk"
"Sam  as lady Gaga would say I was born this way", "0", "Tue Jun 02 09:15:36 +0000 2015", "iamsrk"
"Sam  very shy....", "0", "Tue Jun 02 09:14:05 +0000 2015", "iamsrk"
"Sam  do I look so stupid that I will be good at Algebra???!!!", "-4.89394687002", "Tue Jun 02 09:13:36 +0000 2015", "iamsrk"
"Sam  Sab theek ho jayega mere dost.", "-39.3880909664", "Tue Jun 02 09:12:45 +0000 2015", "iamsrk"
"Sam  veer Zara sing in radio....tere liye...so beautiful. Miss Yashji suddenly", "0", "Tue Jun 02 09:12:07 +0000 2015", "iamsrk"
"Sam  gift wrap my love", "0", "Tue Jun 02 09:11:03 +0000 2015", "iamsrk"
"Sam  dimples eyes and hair....just saying.", "0", "Tue Jun 02 09:10:34 +0000 2015", "iamsrk"
"Sam  I do nothing. Just watch.", "0", "Tue Jun 02 09:09:18 +0000 2015", "iamsrk"
"Sam  be humble and honest. Just act the peripherals are not important as much as ur managers will tell u so.", "44.3650591758", "Tue Jun 02 09:08:20 +0000 2015", "iamsrk"
"Sam  no not at all", "0", "Tue Jun 02 09:06:39 +0000 2015", "iamsrk"
"Sam  love it", "80.5340693105", "Tue Jun 02 09:06:15 +0000 2015", "iamsrk"
"Sam  hot here in Mumbai. Good we want to beat the rains and finish work", "0", "Tue Jun 02 09:04:22 +0000 2015", "iamsrk"
"Sam  it balances the world...u need a bit of cheapness to appreciate dearness.", "79.2335204294", "Tue Jun 02 09:02:41 +0000 2015", "iamsrk"
"Sam  forgot my password!!!", "0", "Tue Jun 02 09:01:50 +0000 2015", "iamsrk"
"Sam  I am your reality draped in colourful dreams....", "46.3770528388", "Tue Jun 02 09:00:50 +0000 2015", "iamsrk"
"Sam  u r asking me??!!!!", "0", "Tue Jun 02 09:00:14 +0000 2015", "iamsrk"
"Sam  I am so sorry. Ok will give your phone number to AbRam", "-82.365507299", "Tue Jun 02 08:51:32 +0000 2015", "iamsrk"
"Ok taking a break to hug my son will be back on #AskSrk in 10 mins", "52.742155176", "Tue Jun 02 08:37:43 +0000 2015", "iamsrk"
"Sam  ironman and batman", "0", "Tue Jun 02 08:36:28 +0000 2015", "iamsrk"
"Sam  it would be really cool", "77.8685681732", "Tue Jun 02 08:35:12 +0000 2015", "iamsrk"
"Sam  yeah it called LISTEN", "0", "Tue Jun 02 08:33:30 +0000 2015", "iamsrk"
"Sam  hope in my heart that today will be the best day of my life", "87.486231395", "Tue Jun 02 08:32:59 +0000 2015", "iamsrk"
"Sam  skinny jeans are good for those who have skinny genes. I am kinda medium....", "75.700031107", "Tue Jun 02 08:31:17 +0000 2015", "iamsrk"
"Sam  soon I guess we still working on the film.", "0", "Tue Jun 02 08:26:26 +0000 2015", "iamsrk"
"Sam  my most favourite film and director. Love him.", "87.7396933261", "Tue Jun 02 08:25:11 +0000 2015", "iamsrk"
"Sam  darling I am an actor!!!", "0", "Tue Jun 02 08:24:14 +0000 2015", "iamsrk"
"Sam  because I am Love in torn jeans and a white shirt....", "0", "Tue Jun 02 08:20:35 +0000 2015", "iamsrk"
"Sam  be a child always", "0", "Tue Jun 02 08:19:29 +0000 2015", "iamsrk"
"Sam  may I have a book when u come to India....", "0", "Tue Jun 02 08:19:07 +0000 2015", "iamsrk"
